species	genus	family	order	class	phylum	superkingdom
Barnesiella intestinihominis	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Barnesiella viscericola	Barnesiella	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Bartonella apis	Bartonella	Bartonellaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bauldia litoralis	Bauldia		Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bavariicoccus seileri	Bavariicoccus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Beduini massiliensis	Beduini	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Beijerinckia doebereinerae	Beijerinckia	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Beijerinckia mobilis	Beijerinckia	Beijerinckiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bergeyella zoohelcum	Bergeyella	Weeksellaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	Bacteria
Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	Bacteria
Blautia caecimuris	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia coccoides	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia faecis	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia glucerasea	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia hansenii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia hominis	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia hydrogenotrophica	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia luti	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia marasmi	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia obeum	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia producta	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia schinkii	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia sp. N6H1-15	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia sp. SC05B48	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia sp. YL58	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia stercoris	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Blautia wexlerae	Blautia	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Bosea robiniae	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bosea sp. PAMC 26642	Bosea	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium betae	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium guangdongense	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium guangzhouense	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium iriomotense	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium pachyrhizi	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium sp.	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Bradyrhizobium sp. SK17	Bradyrhizobium	Bradyrhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Brassicibacter mesophilus	Brassicibacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Brassicibacter thermophilus	Brassicibacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Breoghania corrubedonensis	Breoghania	Cohaesibacteraceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Brevibacillus brevis	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Brevibacillus formosus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Brevibacillus laterosporus	Brevibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Brevibacterium paucivorans	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria
Brevundimonas abyssalis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Brevundimonas aveniformis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Brevundimonas canariensis	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Brevundimonas sp. SGAir0440	Brevundimonas	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Breznakia blatticola	Breznakia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Breznakia pachnodae	Breznakia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Breznakibacter xylanolyticus	Breznakibacter	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Brochothrix thermosphacta	Brochothrix	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Bulleidia extructa	Bulleidia	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Butyricicoccus faecihominis	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyricicoccus pullicaecorum	Butyricicoccus	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyricimonas faecalis	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyricimonas faecihominis	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyricimonas paravirosa	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyricimonas phoceensis	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyricimonas synergistica	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyricimonas virosa	Butyricimonas	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria
Butyrivibrio crossotus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyrivibrio fibrisolvens	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyrivibrio hungatei	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Butyrivibrio proteoclasticus	Butyrivibrio	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caecibacter massiliensis	Caecibacter	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria
Caecibacterium sporoformans	Caecibacterium	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caedimonas varicaedens	Caedimonas	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Calculibacillus koreensis	Calculibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria
Caldicoprobacter algeriensis	Caldicoprobacter	Caldicoprobacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caldicoprobacter faecalis	Caldicoprobacter	Caldicoprobacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caldicoprobacter guelmensis	Caldicoprobacter	Caldicoprobacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caldimonas hydrothermale	Caldimonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria
Caloramator australicus	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator boliviensis	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator coolhaasii	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator fervidus	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator indicus	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator quimbayensis	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloramator sp. E03	Caloramator	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloranaerobacter azorensis	Caloranaerobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caloranaerobacter ferrireducens	Caloranaerobacter	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Calothrix sp. 336/3	Calothrix	Calotrichaceae	Nostocales		Cyanobacteria	Bacteria
Calothrix sp. PCC 7507	Calothrix	Calotrichaceae	Nostocales		Cyanobacteria	Bacteria
Caminicella sporogenes	Caminicella	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Campylobacter coli	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter concisus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter gracilis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter hominis	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter jejuni	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter lari	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter rectus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter showae	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Campylobacter ureolyticus	Campylobacter	Campylobacteraceae	Campylobacterales	Epsilonproteobacteria	Proteobacteria	Bacteria
Candidatus Izimaplasma sp. HR1	Candidatus Izimaplasma				Tenericutes	Bacteria
Candidatus Liberibacter africanus	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Liberibacter americanus	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Liberibacter asiaticus	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Liberibacter solanacearum	Liberibacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Midichloria mitochondrii	Candidatus Midichloria	Candidatus Midichloriaceae	Rickettsiales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Nucleicultrix amoebiphila	Candidatus Nucleicultrix	Caedimonadaceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Paracaedibacter acanthamoebae	Candidatus Paracaedibacter	Candidatus Paracaedibacteraceae	Holosporales	Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum			Alphaproteobacteria	Proteobacteria	Bacteria
Candidatus Saccharibacteria bacterium oral taxon 488					Candidatus Saccharibacteria	Bacteria
Candidatus Saccharibacteria bacterium oral taxon 955					Candidatus Saccharibacteria	Bacteria
Candidatus Saccharibacteria bacterium oral taxon 957					Candidatus Saccharibacteria	Bacteria
Candidatus Sulcia muelleri	Candidatus Sulcia		Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga gingivalis	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga granulosa	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga haemolytica	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga leadbetteri	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga ochracea	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga sp. ChDC OS43	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga sp. oral taxon 323	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga sp. oral taxon 864	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Capnocytophaga sputigena	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Caproiciproducens galactitolivorans	Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caproiciproducens sp. NJN-50	Caproiciproducens	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Carboxylicivirga flava	Carboxylicivirga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Carboxylicivirga mesophila	Carboxylicivirga	Marinilabiliaceae	Marinilabiliales	Bacteroidia	Bacteroidetes	Bacteria
Cardiobacterium hominis	Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Cardiobacterium valvarum	Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria
Carnobacterium divergens	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Carnobacterium maltaromaticum	Carnobacterium	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria
Casaltella massiliensis	Casaltella	Clostridiales Family XIII. Incertae Sedis	Clostridiales	Clostridia	Firmicutes	Bacteria
Catabacter hongkongensis	Catabacter	Catabacteriaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Catenibacterium mitsuokai	Catenibacterium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Catenisphaera adipataccumulans	Catenisphaera	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria
Catonella morbi	Catonella	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Caulobacter henricii	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Caulobacter mirabilis	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Caulobacter rhizosphaerae	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Caulobacter sp. K31	Caulobacter	Caulobacteraceae	Caulobacterales	Alphaproteobacteria	Proteobacteria	Bacteria
Cellulosilyticum lentocellum	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cellulosilyticum ruminicola	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cellulosilyticum sp. WCF-2	Cellulosilyticum	Lachnospiraceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Cephaloticoccus capnophilus	Cephaloticoccus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
Cephaloticoccus primus	Cephaloticoccus	Opitutaceae	Opitutales	Opitutae	Verrucomicrobia	Bacteria
Cerasicoccus arenae	Cerasicoccus	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
Cerasicoccus frondis	Cerasicoccus	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
Cerasicoccus maritimus	Cerasicoccus	Puniceicoccaceae	Puniceicoccales	Opitutae	Verrucomicrobia	Bacteria
Cetobacterium ceti	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Cetobacterium somerae	Cetobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria
Chelativorans sp. BNC1	Chelativorans	Phyllobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Christensenella massiliensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Christensenella minuta	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Christensenella sp. Marseille-P3954	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Christensenella timonensis	Christensenella	Christensenellaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Ciceribacter thiooxidans	Ciceribacter	Rhizobiaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria
Citreitalea marina	Citreitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
Citrobacter amalonaticus	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter braakii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter farmeri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter freundii complex sp. CFNIH2	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter freundii complex sp. CFNIH4	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter freundii complex sp. CFNIH9	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter koseri	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter pasteurii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter sp. CF971	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter sp. FDAARGOS_156	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter werkmanii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Citrobacter youngae	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria
Cloacibacillus evryensis	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
Cloacibacillus porcorum	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria
Clostridiales bacterium			Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridiales bacterium CCNA10			Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridioides difficile	Clostridioides	Peptostreptococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium acetireducens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium acetobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium algifaecis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium amylolyticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium argentinense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium autoethanogenum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium baratii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium beijerinckii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium bornimense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium botulinum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium butyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium cadaveris	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium cavendishii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium chartatabidum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium chauvoei	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium cochlearium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium colicanis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium collagenovorans	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium cylindrosporum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium disporicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium drakei	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium estertheticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium formicaceticum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium frigidicarnis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium grantii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium hydrogeniformans	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium isatidis	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium jeddahense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium kluyveri	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium ljungdahlii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium luticellarii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium malenominatum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium maximum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium merdae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium moniliforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium novyi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium oceanicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium pabulibutyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium paraputrificum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium pascui	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium pasteurianum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium polynesiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium punense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium putrefaciens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium quinii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium saccharobutylicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium saccharoperbutylacetonicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sardiniense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sartagoforme	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium saudiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium septicum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. AWRP	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. BNL1100	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. CT4	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. JN-1	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. JN-9	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. JN500901	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sp. SY8519	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sporogenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium subterminale	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium sulfidigenes	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium taeniosporum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium tarantellae	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium tepidiprofundi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium tertium	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium tetani	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium thermobutyricum	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium thiosulfatireducens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium tunisiense	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium ventriculi	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Clostridium vincentii	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria
Coenonia anatina	Coenonia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria
